Paaneach Raza, Bereshit 11	ועוד לנו בזה דברים רבים ונכבדים כי יעדנו לזה חיבור מיוחד נקרא ע"ש זה, סדר"י בראשי"ת, יצא לאורה בקרוב אם יגמור הוא ית' עלינו, והוא סובל ז' מאות ועשרים ענינים על תש"ך הפוכי מלת בראשית כי בת ששה אותיות בונה תש"ך הפוכים לפי חשבון שתים בונות שתים שלש בונות ששה וכו' ובשביל כך עצרנו כח מלהעלות עוד הנה מזה, ולולי כי בהעתקה אחת מזה הספר ג"כ הרבה בכיוצא בזה החרשתי ולא הייתי כותבם אלה הנה ולרוב האריכות העלמנו גם אותן אשר מהמחבר הזה כמעט כולם):	Genesis 1:1
Paaneach Raza, Bereshit 12	ד"א בר"א שי"ת כדאיתא במסכת סוכה השיתין מו' ימי בראשית נבראו אבל דוד כרה אותן לכן בכל ט"ו שיר המעלות (אשר יסדן עליהם) כתובים אותיות השיתין (שאין שום מזמור בכולן שיחסר בו אות ה' או ש' או י' או ת' או ן', משא"כ בכל שאר אותיות האלפ"א בית"א הרבה מהם לא נמצא בכל אלה המזמורים חוץ ממזמור י"ג שכל האותיות נמצא בו יגעתי ומצאתי תאמין):	Genesis 1:1
Paaneach Raza, Bereshit 13	ד"א אותיות בארש"ת כמו וארשת שפתינו כי אמרו חז"ל בראשית נמי מאמר הוא:	Genesis 1:1
Paaneach Raza, Bereshit 14	ד"א בראשית, אותיות ברא"ת י"ש כי י"ש עולמות ברא להנחיל אוהביו:	Genesis 1:1
Paaneach Raza, Bereshit 15	ד"א אותיות שב"ת יא"ר כדאמרינן שמש בשבת צדקה לעניים:	Genesis 1:1
Paaneach Raza, Bereshit 16	ד"א בראשית בגימט' בתורה יצר:	Genesis 1:1
Paaneach Raza, Bereshit 17	ומנין לגימטריאות מן התורה דכתיב כ"י ל"א דב"ר רי"ק הו"א מכ"ם בגימט' גימטריאות, (אבל קשה מי התיר לדרוש את זה עצמו במספרו, לכן נ"ל דוגמת ראי' והוא מסתבר מדכתיב במלקות והכהו לפניו כדי רשעתו במספר, רמז לנו שיכנו מכה שהוא כמספר רשע"ו שהוא מלקות כי מלקות בגימט' רשעו או הרשע עם המלה, שזהו רמז והי' אם בן הכות הרשע כלומר שיש להבין להכות כמנין הרש"ע כי באמת הרשע עצמו מוכה לכן תצורף המלה למספר מלקות, ועוד רצה להורות שיכנו במספר כלומר באיזה מספר הבא בפסוק אח"כ דהיינו ונקלה אחיך לעיניך שיהא הנקל"ה ונלק"ה כמניך אחי"ך העולה ל"ט, זהו במספר שכתוב בפירוש לדרוש מספר וגי'):	Genesis 1:1
Paaneach Raza, Bereshit 18	ד"א בראשית בגימט' תרי"ג יצ"ר שבשביל שיקיימו תרי"ג יצר את העולם (ד"א בגימט' בריא"ת יצ"ר ובגימט' בתור"ה צר"י כמאמרם ז"ל אף שברא יצה"ר ברא לו תבלין הוא התורה הכוללת תרי"ג מצות כמנין בתור"ה שהוא צרי ומזור ותרף למכת היצה"ר) ד"א בראשית בגימט' הו"א היו"ם ששפ"ט העול"ם כמאמר חז"ל בשעה שברא הקב"ה את עולמו אז ישב בדין, והוא שנאמר ויהי ערב ויהי בוקר יום אחד ולא יום ראשון כי יום אחד בגימט' הדין:	Genesis 1:1
Paaneach Raza, Bereshit 19	בראשית ברא אלקים, בגימט' והי"ה למע"ן בכורי"ם וג"ם חל"ה ומעש"ר ובגימט' תור"ה נביאי"ם כתובי"ם ובגימט' אבר"ם ישח"ק ישרא"ל:	Genesis 1:1
Paaneach Raza, Bereshit 20	ד"א בראשית במילוי אותיות בי"ת רי"ש אל"ף שי"ן יו"ד ת"ו עולה אלף תתי"ט, כי אלף ותתי"ח מלאכים ממונים לקבל התפלות ועושין אותן כתר מלכות בראש יחיד המלוכה ית' לכן האותיות במילואו עולה אחד יותר ממספר המלאכים האלה לרמז אחד יחיד ממ"ה ית' והתפלה הוא היראה כדכתיב עבדו את ה' ביראה זהו בראשי"ת, אותיות ביראת ש', השי"ן נוטריקו"ן שמי"ם כלומר בשביל יראת שמים ברא וגו' ע"ד כי אם ליראה וגו':	Genesis 1:1
Paaneach Raza, Bereshit 21	והנה ירא"ת בחילוף א"ת ב"ש הוא מגת"א, ואם תכפול אותיות אלו במספר כל אחת על חילופו בזה הדרך, דהיינו י' של יראת על מ' של מגת"א לחשוב י"פ מ' הרי ארבע מאות, שוב ר' פעמים ג' הרי שש מאות, א' פעם ת' הרי ארבע מאות, ת' פעמים א' הרי ג"כ ארבע מאות, יעלה בין הכל אלף ת"ת, וח"י פעמים נזכר יראת השי"ת בישראל בה' חומשי תורה כמו ויראת מאלהיך ודומהו הרי אלף ותתי"ח, ולכך ראשי ברכות תפלת שמ"ע עולות ג"כ בגימט' כזה חוץ מברכת המינים שלא נתקנה על סדר הברכות כי אם ביבנה תקנוהו:	Genesis 1:1
Paaneach Raza, Bereshit 22	ד"א בראשית בר"א שי"ת, שית אלפי הוי עלמא ושית סדרי משנה הם שבשביל אלו ברא את אלו:	Genesis 1:1
Paaneach Raza, Bereshit 23	(וע"ד הליכות עולם לו כל השונה הלכות (בכ"י וכו'):	Genesis 1:1
Paaneach Raza, Bereshit 24	בראשית" ברא" אלקים", ס"ת תא"ם, כי תאומים הם אלו שית אלפי אלפיים תהו, אלפיים תורה, אלפים ימות המשיח וכן מייסדי ומחזיקי מקרא משנה ברייתא תלמוד תואמי זוגות היו, משה ואהרן המקרא, רבי ור' נתן המשניות, ר' חייא ור' אושעיא הברייתות שהן התוספתא, רבינא ורב אשי התלמוד:	Genesis 1:1
Paaneach Raza, Bereshit 25	(בראשית ברא אלהים במילואו כזה, בי"ת רי"ש אל"ף שי"ן יו"ד תא"ו, בי"ת רי"ש אל"ף, אל"ף למ"ד ה"ה יו"ד מ"ם הוא בין הכל בגימט' מש"ה אהר"ן רב"י ורב"י נת"ן רב"י חיי"א ורב"י אושעי"א רבינ"א ור"ב אש"י, ועוד מש"ה ואהרו"ן בגימט' בתור"ה:	Genesis 1:1
Paaneach Raza, Bereshit 26	רב"י ורב"י נת"ן בגימט' יקח"ו משניו"ת, מלשון לקח טוב או בגימט' חוק"י המשניו"ת, או ושש"ה הסדרי"ם, רב"י חיי"א רב"י אושעי"א בגימט' מוסיפ"י זי"ו הברית"א, ב"י רבינ"א ור"ב אש"י בגימט' מסדר"י תלמו"ד):	Genesis 1:1
Paaneach Raza, Bereshit 27	בחמשה חומשי תורה ס"ת עולין בגימט' תור"ה כזה, "בראשית", "ואלה", "ויקרא", "וידבר", "אלה", וראשי תיבותיהם בגימט' אהיה, לרמז ואהי' אצלו אמון, שהתורה היתה אמון אצלו ית' קודם הבריאה ומתן תורה (ולכך רמז תחילתן אהי"ה וסופן תור"ה שמתחלה היתה אצלו אמון ואח"כ נתנה לישראל לתורה, ואותיות הביניים ובנתיים שבין אלו הר"ת וס"ת שהם ראש"י א"ל יק"ר יד"ב ל', הם בגימט' ע"די כ"י א"ז יעל"ה מש"ה למרו"ם, ע"ד ומשה עלה וגו', ובגימט' ב"ן שמוני"ם שני"ם, כי בשעה שעלה כבר הי' בן פ' שנים, ובגימט' ועמ"ד לקב"ל התור"ה, ובגימט' ע"ז מא"ש ד"ת למ"ו, ובגימט' מימי"ן הקב"ה לנגד"ו):	Genesis 1:1
Paaneach Raza, Bereshit 28	בר"א בגימט' ב' העולמי"ם אלהי"ם בגימט' הכס"א, ד"א בגימט' ז"ה דיי"ן (ובגימט' הדי"ן הז"ה) מלמד שעלה במחשבה ראשונה לבראת העולם בדין אבל כיון שראה שאין העולם מתקיים בו שיתף מדת רחמים והקדימו (ולכן האותיות המשותפות וקודמות לאותיות אלהי"ם דהיינו אותיות תכדט"ל שנשתתפו לעמוד אצלם וקודם להם באלפ"א בית"א הם עולים בגימט' הרחמי"ם יקדמ"ו, וידוע כי כ"ב אותיות התורה צריכים לחזור חלילה ולנעוץ סופן בתחילתן כעיגול כדי להשתמש בהם תמיד כנרמז ג"כ במה שהתורה מתחלת בבי"ת ומסיימת בלמ"ד שהם אותיות ל"ב, כשהיא נעשית כעיגול וחוזרת חלילה כשצריך לה ממה שנאמר והגית בה יומם ולילה ואמרו חזור חזור וכו' וכיוצא בזה הרבה לומר כי בלב נבון תניח חכמה ול"ב עולה במספר כבו"ד כדכתיב כבוד חכמים ינחלו לומר שאין כבוד אלא תורה הנה א"כ כשאותיות אלפ"א בית"א כתובים בעיגול הרי תבא תי"ו לפני א' תצרפם עם הך' שלפני למ"ד וד' שלפני ה' וט' שלפני יו"ד ול' שלפני מ' יהי' א"כ אותיות אלהים נחלפים לאותיות תכדט"ל שעולים במספר הרחמי"ם יקדמ"ו כנזכר:	Genesis 1:1
Paaneach Raza, Bereshit 29	עד שבמאמר בראשית ברא אלהים בעצמו נרמז ששיתף והקדים מדת הרחמים לדין לבריאה, ולכן אל תתמה שלפעמים נכתב שם בן ד' שהוא בעל רחמים ונקרא אלהים שהוא מדה"ד כי הם שכנים ומשותפי' באותיות, ולכן הכתיבה שהיא קודמת לקריאה היא היא דוקא שם ההוי' שם הרחמים, והקריאה המאוחרת הוא לקריאת מדה"ד כי הרחמים הקדימו) ואותיות השם בן ד' במילואם יו"ד ה"א ו"ו ה"א עולים בגימט' מ"ד כמספר הו"א יחי"ד, הרי שמו בעצמו ית' מעיד עליו כי ה' אחד ושמו אחד, וכן מורה אלקים שבפסוק הזה כי "בראשית "ברא ר"ת ב"ב, לומר כי הכל יש לו בן זוג שנים שנים באו חוץ מאלקים שהוא יחידו של עולם מבלי שיתוף וזיווג כלל, לכן מתחיל באל"ף, (ולדעתי זהו הפי' של מדרש אותיות דר' עקיבא שאמר הקב"ה אל האל"ף אני אחד ואתה אחד וכו' ע"ש שלכך לא התרעמה אל"ף והקפידה כ"כ על שהוא ית' התחיל לבראות עולמו בב' רק עמדה לה מרחוק בפחי נפש ושתקה כדאיתא התם, כי בו בפ' ובאותה שעה תיכף שילם לה הוא ית' להתחיל שמו הזה בא' נוסף על שפתח בה באנכי בדברות) אבל נעלם של שד"י דהיינו י"ן משי"ן ל"ת מדל"ת ו"ד מיו"ד עולה במ"ק ת"ק זהו אני אל שדי שאמרתי לעולמי די כדאיתא בסוטה כשברא הקב"ה את עולמו נמתחו השמים עד ת"ק ואמר השי"ת די, ואלמלא כן עדיין היו נמתחין והולכין ולכן אדם חייב בפרי' ורבי' עד שיהי' לו בן ובת כדאיתא פרק הבא על יבמתו (כי בן ובת עם מ' יום שהם נוצרים בהם עולה בגימט' ת"ק) ויש להם ת"ק אברים, בזכר רמ"ח בנקבה רנ"ב כדאיתא במס' נדה ובבכורות וכן פר"ו ורב"ו בגימט' ת"ק, לכן שם שד"י ממונה על פרי' ורבי' פעל הנעלם, ולכך מדליקין בליל שבת ב' נרות נגד איש ואשתו (ונגד זכור ושמור דאינון דכר ונוקבא כידוע ליודעי חן) כי נ"ר נ"ר בגימט' ת"ק ולכך ברא עוה"ז בה"א כדכתיב כי ביה ה' צור עולמים כי בצירוף האותיות ברא הכל והנה מספר אותיות א"ב ג"ד ה"ו ז"ח ט"י כ"ל מ"ן ס"ע פ"ץ עולים תצ"ה ולקח ה' משמו (ה' אחרונה שממנה השפע יורד לתחתונים כנודע) והשלימם בה' לת"ק ועשה קו ארוך כזאת וברא רוח מזרחית לנגדו, ואותיות קרש"ת שהם ב"פ ת"ק עשה לב' קוים של דרום ומערב שהשכינה במערב, לכן השלים צירוף ה' לשכנגדה וברא העולם כעין ב' שלש רוחות ודפנות וצד צפון פתוח, ולקח הכפולות מנצפ"ך וברא בם ז' רקיעים כי הם יעלו לה' מאות שהוא ז' פעמים ת"ק דהיינו מהלך ת"ק לכל רקיע כי לענין המספר שייכים אותיות הכפולות אחד הת' באלפ"א בית"א להשלים ט' אותיות למספר המאות כמו שיש ט' אותיות למספר אחדים עד אות היו"ד, וט' אותיות למספר העשיריות עד הקו"ף כי כן יאות למלאכת המספר וחכמתו ט' אותיות לכל מנין ומנין, א"כ כ' כפולה הוא מספרה ה' מאות, והמ"ם ו' מאות, נו"ן כפולה ז' מאות, פ' ח' מאות, צ' ט' מאות, הרי הם ל"ה מאות, נמצא א"כ שבאותיות כולם עם הכפולים ברא העולם וז' רקיעים ומרקיע העליון אין רשות לדבר שלכן הבי"ת אשר התחיל בה בבריאת העולם היא סתומה באלפ"א בית"א למעלה ולמטה ומשני צדיה כי מצד הפתוח שבה הגימ"ל סותמתה להורות שאין להרהר מה למעלה ומה למטה מה לפנים ומה לאחור:	Genesis 1:1
Paaneach Raza, Bereshit 30	(את השמים לרבות שמים החדשים, וכן את הארץ לרבות ארץ חדשה שנאמר כי הנני בורא שמים חדשים וארץ חדשה, לומר כי כל עשה ששת ימים ואין חדש תחת השמים:	Genesis 1:1
Paaneach Raza, Bereshit 31	א"ת השמי"ם בגימט' וכ"ח השמי"ם החדשי"ם כי בכח נבראו אז כל הנסים וכל העתיד להבראות אבל לא בפעל, ואת הארץ בגימט' הל"א ז"ו הי"א אר"ץ חדש"ה בכ"ח) את השמים לרבות שעשויין כמה כפלים זע"ז כעין קליפי בצלים כידוע לחכמים ותוכניים:	Genesis 1:1
Paaneach Raza, Bereshit 32	שמים, ש' מים ג' מאות פעמים צ' עולה ע"ר מאות, זהו דכתיב עושה שלום ובורא ר"ע (כי שלום הוא בריאת שמים בפרטות ושלום כענין עושה שלום במרומיו משא"כ בתחתונים כמדרש צדק [ושלום] נשקו, צדק אמר יברא וכו' שלום אמר אל יברא וכו'):	Genesis 1:1
Paaneach Raza, Bereshit 33	את הארץ והארץ ב"פ לרבות אף כל עניני ארץ שעתידין להבראות כהאי דגיטין כשנשא שלמה את בת פרעה וכו' באותה שעה ירד גבריאל ונעץ קנה בים והעלה שרטון ונעשה ארץ רחבה וכו' ועליה נבנה כרך גדול של רומי, וכן ההוא דחולין שבקש רבי שיסעוד ר"פ בן יאיר אצלו וכו' עד גבה טורא בינייהו וההוא דמס' תענית שהי' ישן אצל חרוב ע' שנה וכו' וגדל שם הר סביבו וכל כיוצא בו:	Genesis 1:1
Paaneach Raza, Bereshit 34	ד"א האר"ץ האר"ץ בגימט' תקצ"ב, ותקצ"ב פעמים נזכרו ישראל בתורה כנגדן כי גם הם נקראו ארץ חפץ והתכלית לרמז שבשבילן נברא העולם, ולכן נכתב הייתור והארץ בוי"ו לרמז הפסוק והארץ לעולם עומדת שהוא הרמז לישראל שנקראו ארץ שיהיו קיימים לעולם כדאיתא במסכת ע"ז על פסוק ופרשתי אתכם בד' רוחות השמים כשם שא"א לעולם בלא רוחות וכו'. ד"א והארץ היתה תהו ובהו כלומר בבריאתה הנזכר במאמר בראשית ברא וגו' לא נברא שום יצירה עמה רק היתה שממה כדעת המתרגם, שאין לפרש מה שהיא עתה הארץ אחר הבריאה היתה תהו ובהו כבר קודם שנבראת שהרי אי אתה רשאי לשאול מה לפנים וכו', ועוד דא"כ הי"ל לכתוב ארץ היתה וגו' דאז הוי משמע הכי, אבל הארץ היתה בה"א משמע כמו שהיא עתה בעת הווייתה הוא תהו ובהו, ג"ן:	Genesis 1:1-2
Paaneach Raza, Bereshit 35	וחושך על פני תהום, מוסב לעיל אבראשית ברא כלומר שגם זה ברא, וכן ורוח אלקים מרחפת על פני המים אמר שהמים והרוח המרחפת עליהם הכל ברא, ולפי שעיקר רחיפת הרוח הוא על המים לכן בכלל מזכירין בריאה אחת, רבינו בכור שור:	Genesis 1:2
Paaneach Raza, Bereshit 36	ד"א והארץ היתה תהו ובהו בגימט' אלפי"ם שנ"ה ל"א תור"ה, ולכן באו ב' אלפי"ן בזה הפסוק, וחושך על פני תהום, נקרא חושך מלשון ואחשוך אותך שהוא לשון מניעה, כי מונעת מעיני האדם את הראות:	Genesis 1:2
Paaneach Raza, Bereshit 37	ורוח' אלהים' מרחפת' ס"ת חמ"ת, כי חימת המים עולה, ע"ד והמים להם חומה ודרשו חז"ל חימה, והים מעלה גלים תלי תלים, ולכך מרחפת" על" פני" המים" ס"ת תלי"ם, והש"י בשמו הגדול מעלה אותם וחוזר ומשתיקן ככתוב במזמור ק"ז, ולכן רמוז התם בפסוק המה ראו וגו' שם הנכבד בס"ת מעשי" ה' ונפלאותיו" במצולה", או ע"ש שאומרים המים תלי תלין שירות ותשבחות להקב"ה כדאיתא בב"ר תחילת קילוסו של הקב"ה מן המים וכו' ומה הם אומרים אדיר במרום ה' לכן הס"ת תלי"ם:	Genesis 1:2
Paaneach Raza, Bereshit 38	ורוח אלקים וגו', ד' תגין למעלה על החי"ת לרמז שהי' לפניו ית' רוחו של משיח קודם הבריאה כדכתיב לפני שמש ינון שמו וכתיב יראוך עם" שמ"ש ולפני" ירח" וגו' ס"ת משי"ח לכן התגין למעלה לרמז על שלמעלה לפני הבריאה, ובמשיח כתובים ד' עניני רוח לעילויים רוחניים למעלה ומדרגה כדכתיב ונחה עליו רוח ה' רוח חכמה וגו' (ישעי' י"א ב'):	NULL
Paaneach Raza, Bereshit 39	ד"א כי אלו ד' תגין שעל החי"ת של רוח אלקים ירמז על ד' כתרים האפשרי שימצאו באיש אשר רוח אלקים בקרבו ויראת ה' נגד פניו והכל חייבים במוראו כבמורא שמים, שזהו פי' אות החי"ת כמו שיבא והם כתר כהונה כתר תורה כתר מלכות וכתר ש"ט עולה על גביהן הרי ארבע כתרים:	NULL
Paaneach Raza, Bereshit 40	ד"א בהיות כי ורוח אלקים נאמר על כסא הכבוד כפירש"י לכן באו אלו ד' תגין שהם קוים פשוטים נמשכים כלפי מעלה לרמז על שכליים פשוטים צבא מלאכי מעלה של ד' מחנות שכינה הסובבים כסא, ובאו התגין דוקא על החי"ת שהוא מלשון חתכם ומוראכם להורות ביותר מבואר שירמוז אל המלאכים העומדים לפניו ברתת חיל ורעדה ואימת מלך ית' זלעפה ופלצות יאחזם במורא, או ירמוז מלשון חיות על ד' חיות הקודש אשר בכסא מד' רוחותיו שלכן יבאו על אות החי"ת וד' פנים לאחת וד' כנפים לאחת כבמראה יחזקאל, ועל ד' דברים אשר בא אליו המראה בהם כדכתיב וארא והנה רוח סערה בא מן הצפון, ענן גדול ואש מתלקחת ונוגה לו סביב, הרי ד' דברים שמתוכם ראה המראה כמ"ש שם מיד ומתוכה כעין וגו' ומתוכה דמות וגו', ובאו אלו במלת רוח דוקא לרמז כי רוח החי' באופנים ולרמז אל אשר יהי' שמה הרוח ללכת ולכן וגו', וכן עליהם כתיב שם ד"פ מלת רוח, א' אל אשר יהי' שמה הרוח וגו', ב' כתיב אח"כ אל אשר יהי' שם הרוח וכנגד אלו השנים כתיב ב"פ כי רוח החי' באופנים וביאור הדברים ההם כי בב' בחי' ידבר, והוא שיאמר תחלה אל אשר וגו' על בחי' העתיקם ממקום למקום שיפול בזה לשון אל, ולכן כתיב בפסוק ההוא שמה בה"א באחרונה, כי ידוע שיתכן זה הלשון על המקום המקווה למי שירצה לבא שמה ואיננו שם עדיין, ואח"כ ידבר על בחי' ההליכה על איזה מהפעולות והכונות ג"כ מלבד ההעתקה אשר בזה ודאי יתכן לשון על אשר יהי' ובזה כתיב מלת שם בלי ה"א באחרונה כי הדבר נאמר על אף מבלי העתקה כלל שיתכן בזה לשון שם באשר הוא שם מאין פנות וקוות למקום אחר, ועל כל אחת מב' בחינות אלה יאמר על נכון שגם האופנים ינשאו לעומתם כי רוח החי' באופנים ולכן נסתגלו ג"כ התגין דוקא על אות החי"ת מלבד שהיא בעצמה הוראה על החיות מצד לשון המבטא כנזכר חי"ת לשון חיות, אלא אף מצד מורא כנז' למעלה כי נהר דינור יזחל מזיעת החיות מאימתן כנודע, והדברים ברורים דברים עתיקין ואין לנו עסק בנסתרות, ובנגלות כתובים עוד אצלנו דברים ישרים בזה בחיבור מיוחד מיועד לכזה וכיוצא בו):	NULL
Paaneach Raza, Bereshit 41	ויאמר אלקים יהי אור ויהי אור, בפסוק זה יש ד' אלפי"ן וב' פעמים אור, לרמז כי לימוד התורה ואלפית חכמתה לא יהי' בעולם לשני המאורות שבכתב ושבע"פ כי אם ד' אלפים שנה, דהיינו מיום שהתחיל אאע"ה לעסוק בתורה עד סוף העולם כי ב' אלפים תהו כדאיתא בע"ז וגמירא שאברהם הי' בן נ"ב שנה כשכלו אלפיים של תהו, והרמז ב"ן חכם ישמח אב כשהי' בן ב"ן שנה החכים להתחיל לשמח אביו שבשמים, וידענו כבר כי הפרשיות רומזות אל אברהם כענין בוק"ר יום אח"ד וכתיב וישכם אברהם בבוק"ר וכתיב אח"ד הי' אברהם וכן מבראשית עד יום אחד נ"ב תיבות (ועוד דהרי כתיב בהברא"ם ביום עשות וגו' ודרשו באברה"ם) ולכן ב' פעמים אור בתוך אלו ד' אלפו"ין כאלו אמר שבב' אלפים של ימות המשיח שהיא האורה לישראל, יהי' להם גם אור תורה וה' אור לנו כמו שנאמר ה' אור לי:	Genesis 1:3
Paaneach Raza, Bereshit 42	ד"א יהי אור, מבראשית עד כאן פ' אותיות לומר כי האורה בפה תליא, ומאתו תצא כי ממנו תצא תורה, ולכך לא יסד דוד לשון אור בתמניא אפי עד ביאת הפ"א פתח דבריך יאיר וגו'. ומטעם זה עצמו נהג הפייט ביוצר יום כפורים בהיפך, שבפיוט הא' הוא פיוט אז ביום כפור סליחה הורית וכו' יסד לשון אור בכל חרוזי אותיות האלפ"א בית"א חוץ מבאות הפ"א, בעבור כי הפה כולו אור כנז':	Genesis 1:3-4
Paaneach Raza, Bereshit 43	וירא אלקים את האור וגו' א"ת האו"ר אותיות תור"ה וב' אלפי"ן לומר שהאור הטוב הנקרא תורה אור ונקרא לקח טוב הוא הוא ב' תורות ב' לימודים דהיינו שבכתב ושבע"פ, לוי:	NULL
Paaneach Raza, Bereshit 44	ד"א את" האור" כי" טוב" ס"ת ברי"ת, כענין כי ע"פ הדברים האלה כרתי אתך ברית שדרשוהו על תורה שבע"פ כי ברי"ת בגימטרי' תלמיד"י חכמי"ם וכן רמוז בקהלת וכתוב" יושר" דברי" אמת" ס"ת ברי"ת וסמיך לי' דברי חכמים כדרבונות (ובזה המקום אותיות ברית הם ביושר וכסדר בס"ת זהו בעצמו וכתוב יוש"ר לא בהיפוך כמו באת האור וגו', והטעם כי שם כתיב סמוך לו ויבדל וגו' הוא הרמז על הבדל והפסק האור הזה וביטול תורה שיהי' עד כי יפירו בריתה כמדרש איכה רבתי באותיות איכ"ה ושבשביל כך יגלו ויהי' מסך מבדיל בינם לבין קונם ית', לכן רמז אותיות ברית באים בהפך מה להוראה על ההפרה וההפוכה בו, אמנם בקהלת יורה על הקיום וקביעות דבקותה בו ית' בלי גלות בקיום ברית ולימוד תורה כדכתיב סמוך לו כדרבונות וכמסמרות נטועים, שלכן בא בכפל לשון כדרבונות וכמסמרות על קביעות ישראל בארצם בסבות קביעותם ודיבוקם בתורה, לכן באו אותיות ברית כסדר וביושר):	NULL
Paaneach Raza, Bereshit 45	בין האור ובין החושך, הההי"ן נמשכין לפניהם למלות בין ובין כדי לקרותו בינ"ה או"ר ובינ"ה חוש"ך כמאמרם צריך שיזכור מדת יום בלילה ומדת לילה ביום ובא זה הרמז ו' פעמים בששת הימים חוץ משבת נגד בינת ו' סדרי משנה (ועוד שצריך להבין ולהגות בה יומם ולילה ככתוב והגית וגו', וכתיב אם לא בריתי וגו' אשר ידוע שדרשוהו ג"כ על התורה:	Genesis 1:4
